Report_ID,Report.Status,Publication.Date,Injury.Severity,Broad.phase.of.flight,Weather.Condition,Location,Investigation.Type
3013,Probable Cause,9/10/1983,Non-Fatal,Landing,VMC,"NORTH LAS VEGAS, NV",Accident
3014,Probable Cause,9/10/1983,Non-Fatal,Taxi,VMC,"RACHAL, TX",Accident
3015,Probable Cause,9/10/1983,Non-Fatal,Takeoff,VMC,"BLOOMSBURG, PA",Accident
3016,Probable Cause,10/10/1983,Non-Fatal,Go-around,VMC,"GREENSBORO, NC",Accident
3017,Probable Cause,10/10/1983,Fatal(2),Takeoff,VMC,"HERNDON, VA",Accident
3018,Probable Cause,10/10/1983,Fatal(1),Climb,VMC,"CULKANA, AK",Accident
3019,Probable Cause,10/10/1983,Non-Fatal,Landing,VMC,"15N OF MEDFORD, OR",Accident
3020,Probable Cause,10/10/1983,Non-Fatal,Maneuvering,VMC,"MORMAN LAKE, AZ",Accident
3021,Probable Cause,10/10/1983,Non-Fatal,Approach,VMC,"SUNBURG, MN",Accident
3022,Probable Cause,10/10/1983,Non-Fatal,Takeoff,VMC,"HAZELTON, PA",Accident
3023,Probable Cause,10/10/1983,Non-Fatal,Takeoff,VMC,"ENDICOTT, NY",Accident
3024,Probable Cause,10/10/1983,Non-Fatal,Takeoff,VMC,"NEW HOPE, PA",Accident
3025,Probable Cause,10/10/1983,Fatal(4),Approach,VMC,"COZAD, NE",Accident
3026,Probable Cause,10/10/1983,Non-Fatal,Landing,VMC,"STURGIS, SD",Accident
3027,Probable Cause,10/10/1983,Non-Fatal,Takeoff,VMC,"DUNBAR, WV",Accident
3028,Probable Cause,10/10/1983,Non-Fatal,Approach,VMC,"KINGSTON, TN",Accident
3029,Probable Cause,11/10/1983,Fatal(1),Descent,VMC,"CROWS LANDING, CA",Accident
3030,Probable Cause,11/10/1983,Non-Fatal,Taxi,VMC,"FRESNO, CA",Accident
3031,Probable Cause,11/10/1983,Non-Fatal,,VMC,"SAN ANTONIO, TX",Accident
3032,Probable Cause,11/10/1983,Non-Fatal,Landing,VMC,"SUBLETTE, IL",Accident
3033,Probable Cause,11/10/1983,Non-Fatal,Taxi,VMC,"TITUSVILLE, FL",Accident
3034,Probable Cause,12/10/1983,Non-Fatal,Taxi,VMC,"COLUMBIA, MD",Accident
3035,Probable Cause,12/10/1983,Non-Fatal,Maneuvering,VMC,"SAN CARLOS, CA",Accident
3036,Probable Cause,12/10/1983,Non-Fatal,Maneuvering,VMC,"PHOENIX, AZ",Accident
3037,Probable Cause,12/10/1983,Non-Fatal,Landing,VMC,"SEDONA, AZ",Accident
3038,Probable Cause,12/10/1983,Non-Fatal,Approach,VMC,"ROOSEVELT, AZ",Accident
3039,Probable Cause,12/10/1983,Fatal(2),Unknown,VMC,"OGDEN, UT",Accident
3040,Probable Cause,13-10-1983,Non-Fatal,Takeoff,VMC,"MILFORD, IA",Accident
3041,Probable Cause,13-10-1983,Non-Fatal,Landing,VMC,"SANDY, OR",Accident
3042,Probable Cause,13-10-1983,Non-Fatal,Standing,VMC,"INDEPENDENCE, OR",Accident
3043,Probable Cause,14-10-1983,Fatal(2),Maneuvering,VMC,"DAUPHIN ISLAND, AL",Incident
3044,Probable Cause,14-10-1983,Non-Fatal,Maneuvering,VMC,"PEEWEE VALLEY, KY",Accident
3045,Probable Cause,14-10-1983,Fatal(2),Unknown,VMC,"WARREN, VT",Accident
3046,Probable Cause,14-10-1983,Non-Fatal,Maneuvering,VMC,"BALLWIN, MO",Accident
3047,Probable Cause,15-10-1983,Non-Fatal,Maneuvering,VMC,"EL CENTRO, CA",Accident
3048,Probable Cause,15-10-1983,Non-Fatal,Maneuvering,VMC,"WASHINGTON, IL",Accident
3049,Probable Cause,15-10-1983,Fatal(1),Maneuvering,VMC,"HENDERSONVILLE, NC",Accident
3050,Probable Cause,15-10-1983,Non-Fatal,Takeoff,VMC,"NEAR CRESWELL, OR",Accident
3051,Probable Cause,15-10-1983,Non-Fatal,Descent,VMC,"FABENS, TX",Accident
3052,Probable Cause,15-10-1983,Non-Fatal,Landing,VMC,"LUBBOCK, TX",Accident
3053,Probable Cause,15-10-1983,Non-Fatal,Landing,VMC,"LAS ANIMAS, CO",Accident
3054,Probable Cause,15-10-1983,Non-Fatal,Landing,VMC,"STOCKTON, CA",Accident
3055,Probable Cause,15-10-1983,Non-Fatal,Standing,VMC,"CLARKSVILLE, TX",Accident
3056,Probable Cause,15-10-1983,Non-Fatal,Takeoff,VMC,"MCWHORTER, KY",Accident
3057,Probable Cause,16-10-1983,Non-Fatal,Takeoff,VMC,"RENO, NV",Accident
3058,Probable Cause,16-10-1983,Fatal(1),Maneuvering,VMC,"AUSTIN, TX",Accident
3059,Probable Cause,16-10-1983,Fatal(2),Cruise,IMC,"BRYAN, TX",Accident
3060,Probable Cause,16-10-1983,Fatal(1),Maneuvering,VMC,"FT. WORTH, TX",Accident
3061,Probable Cause,16-10-1983,Non-Fatal,Takeoff,VMC,"BILLINGS, MT",Accident
3062,Probable Cause,16-10-1983,Non-Fatal,Climb,VMC,"ALTON, IL",Accident
3063,Probable Cause,16-10-1983,Non-Fatal,Landing,VMC,"DOWNERS GROVE, IL",Accident
3064,Probable Cause,16-10-1983,Non-Fatal,Approach,VMC,"NEAR ZANESVILLE, OH",Accident
3065,Probable Cause,16-10-1983,Non-Fatal,Landing,VMC,"CARROLLTON, GA",Accident
3066,Probable Cause,17-10-1983,Non-Fatal,Approach,VMC,"YPSILANTI, MI",Accident
3067,Probable Cause,17-10-2016,Fatal(14),Takeoff,VMC,"35 W. OF KETCHI, AK",Accident
3068,Probable Cause,17-10-1983,Non-Fatal,Takeoff,VMC,"HAMILTON, OH",Accident
3069,Probable Cause,17-10-1983,Non-Fatal,Landing,VMC,"EASTOVER, NC",Accident
3070,Probable Cause,17-10-1983,Non-Fatal,Landing,VMC,"NEAR DIXIE, ID",Accident
3071,Probable Cause,17-10-1983,Non-Fatal,Landing,VMC,"NEAR INYOKERN, CA",Accident
3072,Probable Cause,17-10-1983,Non-Fatal,Approach,VMC,"HUNTSVILLE, TX",Accident
3073,Probable Cause,17-10-1983,Non-Fatal,Takeoff,VMC,"EDISON, GA",Accident
3074,Probable Cause,17-10-1983,Non-Fatal,Takeoff,VMC,"FT. YUKON, AK",Accident
3075,Probable Cause,17-10-1983,Non-Fatal,Taxi,VMC,"SHERIDAN LAKE, CO",Accident
3076,Probable Cause,18-10-1983,Fatal(1),Landing,VMC,"LADYSMITH, WI",Accident
3077,Probable Cause,18-10-1983,Incident,Takeoff,VMC,"BRUCE, WI",Accident
3078,Probable Cause,18-10-1983,Fatal(3),Maneuvering,UNK,"LAURINBURG, NC",Accident
3079,Probable Cause,18-10-1983,Non-Fatal,Cruise,VMC,"BRYCE CANYON, UT",Accident
3080,Probable Cause,18-10-1983,Non-Fatal,Takeoff,VMC,"MCKINLEY NAT'L., AK",Accident
3081,Probable Cause,18-10-1983,Fatal(1),Approach,VMC,"COTTAGE GROVE, OR",Accident
3082,Probable Cause,18-10-1983,Fatal(3),Cruise,VMC,"KETCHIKAN INTL., AK",Accident
3083,Probable Cause,18-10-1983,Fatal(3),Cruise,VMC,"11MI.SW OF SILV, NV",Accident
3084,Probable Cause,19-10-1983,Fatal(2),Landing,IMC,"FOLKSTON, GA",Accident
3085,Probable Cause,19-10-1983,Non-Fatal,Taxi,VMC,"POESTENKILL, NY",Accident
3086,Probable Cause,19-10-1983,Non-Fatal,Takeoff,VMC,"LONG LAKE, NY",Accident
3087,Probable Cause,19-10-1983,Non-Fatal,Landing,VMC,"LAKE ARTHUR, NM",Accident
3088,Probable Cause,19-10-1983,Non-Fatal,Unknown,VMC,"CONWAY, AR",Accident
3089,Probable Cause,20-10-1983,Non-Fatal,Maneuvering,VMC,"GAINESVILLE, FL",Accident
3090,Probable Cause,20-10-1983,Fatal(1),Cruise,VMC,"BUENA PARK, CA",Accident
3091,Probable Cause,20-10-1983,Non-Fatal,Landing,VMC,"YUMA, CO",Accident
3092,Probable Cause,20-10-1983,Non-Fatal,Takeoff,VMC,"DURANGO, CO",Accident
3093,Probable Cause,20-10-1983,Non-Fatal,Taxi,VMC,"PLYMOUTH, MI",Accident
3094,Probable Cause,20-10-1983,Fatal(1),Maneuvering,VMC,"EAGLE RIVER, AK",Accident
3095,Probable Cause,20-10-1983,Fatal(8),Unknown,UNK,"ANCHORAGE, AK",Accident
3096,Probable Cause,21-10-1983,Non-Fatal,Taxi,VMC,"KENOSHA, WI",Accident
3097,Probable Cause,21-10-1983,Fatal(1),Maneuvering,VMC,"MEDINA, OH",Accident
3098,Probable Cause,21-10-1983,Non-Fatal,Takeoff,VMC,"ELMIRA, NY",Accident
3099,Probable Cause,21-10-1983,Fatal(1),Approach,VMC,"NORWOOD, MA",Accident
3100,Probable Cause,22-10-1983,Non-Fatal,Cruise,VMC,"MONDAMIN, IA",Accident
3101,Probable Cause,22-10-1983,Non-Fatal,Landing,VMC,"WARRENSBURG, MO",Accident
3102,Probable Cause,22-10-1983,Non-Fatal,Landing,VMC,"RENO, NV",Accident
3103,Probable Cause,22-10-1983,Non-Fatal,Landing,VMC,"EDEN, TX",Accident
3104,Probable Cause,23-10-1983,Non-Fatal,Maneuvering,VMC,"BUCYRUS, OH",Accident
3105,Probable Cause,23-10-1983,Fatal(2),Maneuvering,VMC,"NEAR NONDALTON, AK",Accident
3106,Probable Cause,23-10-1983,Fatal(2),Cruise,VMC,"YAKIMA, WA",Accident
3107,Probable Cause,23-10-1983,Fatal(1),Approach,VMC,"AUGUSTA, ME",Accident
3108,Probable Cause,23-10-1983,Non-Fatal,Landing,VMC,"WINTER HAVEN, FL",Accident
3109,Probable Cause,23-10-1983,Fatal(1),Approach,VMC,"HUNTINGTON BEAC, CA",Accident
3110,Probable Cause,23-10-1983,Non-Fatal,Landing,VMC,"CARRIZO, AZ",Accident
3111,Probable Cause,23-10-1983,Non-Fatal,Cruise,VMC,"NEAR GLENNALLEN, AK",Accident
3112,Probable Cause,23-10-1983,Fatal(1),Landing,VMC,"INDIANAPOLIS, IN",Accident
3113,Probable Cause,23-10-1983,Non-Fatal,Landing,VMC,"HYANNIS, MA",Accident
3114,Probable Cause,24-10-1983,Fatal(4),Cruise,UNK,"COUSHATTA, LA",Accident
3115,Probable Cause,24-10-1983,Non-Fatal,Approach,VMC,"DUMAS, TX",Accident
3116,Probable Cause,24-10-1983,Fatal(2),Maneuvering,VMC,"LOS LUNAS, NM",Accident
3117,Probable Cause,24-10-1983,Non-Fatal,Landing,VMC,"COLORADO SPRING, CO",Accident
3118,Probable Cause,24-10-1983,Non-Fatal,Climb,VMC,"ROCK SPRINGS, WY",Accident
3119,Probable Cause,24-10-1983,Non-Fatal,Approach,VMC,"ATHENS, GA",Accident
3120,Probable Cause,24-10-1983,Non-Fatal,Taxi,VMC,"BEDFORD PARK, IL",Accident
3121,Probable Cause,24-10-1983,Non-Fatal,Cruise,IMC,"MAMMOTH LAKES, CA",Accident
3122,Probable Cause,24-10-1983,Non-Fatal,Maneuvering,VMC,"DELANO, CA",Accident
3123,Probable Cause,25-10-1983,Incident,Taxi,VMC,"FORT WORTH, TX",Accident
3124,Probable Cause,25-10-1983,Incident,Taxi,VMC,"ANCHORAGE, AK",Accident
3125,Probable Cause,25-10-1983,Non-Fatal,Climb,VMC,"MT. PLEASANT, PA",Accident
3126,Probable Cause,25-10-1983,Fatal(4),Takeoff,IMC,"FT. MYERS, FL",Accident
3127,Probable Cause,25-10-1983,Fatal(1),Maneuvering,VMC,"SEDONA, AZ",Accident
3128,Probable Cause,26-10-1983,Non-Fatal,Cruise,VMC,"VALLEJO, CA",Accident
3129,Probable Cause,1/2/2016,Fatal(1),Cruise,VMC,"SANTA CRUZ, CA",Accident
3130,Probable Cause,26-10-1983,Non-Fatal,Approach,VMC,"BASTROP, LA",Accident
3131,Probable Cause,26-10-1983,Incident,Takeoff,VMC,"SIDON, MS",Accident
3132,Probable Cause,26-10-1983,Non-Fatal,Takeoff,VMC,"MADRAS, OR",Accident
3133,Probable Cause,26-10-1983,Non-Fatal,Maneuvering,VMC,"DEXTER, NY",Accident
3134,Probable Cause,26-10-1983,Non-Fatal,Landing,VMC,"FT. MYERS, FL",Accident
3135,Probable Cause,27-10-1983,Fatal(4),Climb,VMC,"COALING, CA",Accident
3136,Probable Cause,27-10-1983,Fatal(4),Approach,VMC,"8 MILES SE BRIS, OK",Accident
3137,Probable Cause,27-10-1983,Non-Fatal,Takeoff,VMC,"GREENBORO, NC",Incident
3138,Probable Cause,27-10-1983,Non-Fatal,Maneuvering,VMC,"DANIELSON, CT",Accident
3139,Probable Cause,27-10-1983,Non-Fatal,Landing,VMC,"ELLINGTON, CT",Accident
3140,Probable Cause,28-10-1983,Non-Fatal,Maneuvering,VMC,"CULLMAN, AL",Accident
3141,Probable Cause,28-10-1983,Incident,Takeoff,VMC,"EDGEWATER, MD",Accident
3142,Probable Cause,28-10-1983,Incident,Landing,VMC,"ALABASTER, AL",Accident
3143,Probable Cause,28-10-1983,Non-Fatal,Landing,VMC,"WILLIAMS, AZ",Accident
3144,Probable Cause,28-10-1983,Non-Fatal,Approach,VMC,"TREMONTON, UT",Accident
3145,Probable Cause,28-10-1983,Non-Fatal,Takeoff,VMC,"MIDDLETOWN, PA",Accident
3146,Probable Cause,28-10-1983,Non-Fatal,Taxi,VMC,"TITUSVILLE, FL",Accident
3147,Probable Cause,29-10-1983,Fatal(1),Maneuvering,IMC,"BRIDGEPORT, CA",Accident
3148,Probable Cause,29-10-1983,Non-Fatal,Cruise,IMC,"OVER FARGO, ND",Incident
3149,Probable Cause,29-10-1983,Non-Fatal,Approach,VMC,"NEENAH, WI",Accident
3150,Probable Cause,29-10-1983,Non-Fatal,Climb,VMC,"HEFLIN, AL",Accident
3151,Probable Cause,29-10-1983,Non-Fatal,Landing,VMC,"NEAR GOODING, ID",Accident
3152,Probable Cause,30-10-1983,Fatal(3),Cruise,IMC,"NELLY'S FORD, VA",Accident
3153,Probable Cause,30-10-1983,Non-Fatal,Takeoff,VMC,"HOPE, AK",Accident
3154,Probable Cause,30-10-1983,Non-Fatal,Cruise,IMC,"BATES CITY, MO",Accident
3155,Probable Cause,30-10-1983,Fatal(3),Unknown,IMC,"MEMPHIS, TN",Incident
3156,Probable Cause,30-10-1983,Non-Fatal,Takeoff,VMC,"HENDERSON, LA",Accident
3157,Probable Cause,30-10-1983,Non-Fatal,Approach,UNK,"ANIMAS, NM",Accident
3158,Probable Cause,31-10-1983,Non-Fatal,Takeoff,VMC,"CENTRE HALL, PA",Accident
3159,Probable Cause,31-10-1983,Non-Fatal,Takeoff,VMC,"HORSE CAVE, KY",Accident
3160,Probable Cause,31-10-1983,Fatal(3),Takeoff,IMC,"LA BELLE, FL",Accident
3161,Probable Cause,31-10-1983,Non-Fatal,Descent,VMC,"SAN ANGELO, TX",Accident
3162,Probable Cause,31-10-1983,Fatal(2),Maneuvering,VMC,"PORT SULPHUR, LA",Accident
3163,Probable Cause,31-10-1983,Non-Fatal,Takeoff,VMC,"GREAT FALLS, MT",Accident
3164,Probable Cause,31-10-1983,Non-Fatal,Approach,VMC,"BAKERSFIELD, CA",Accident
3165,Probable Cause,31-10-1983,Non-Fatal,Taxi,VMC,"COLO SPRINGS, CO",Accident
3166,Probable Cause,31-10-1983,Non-Fatal,Climb,VMC,"SULA, MT",Accident
3167,Probable Cause,31-10-1983,Non-Fatal,Takeoff,VMC,"TOGIAK, AK",Accident
3168,Probable Cause,31-10-1983,Non-Fatal,Landing,VMC,"TIGVARIAK ISL., AK",Accident
3169,Probable Cause,1/11/1983,Fatal(1),Maneuvering,VMC,"MADISON COUNTY, AL",Accident
3170,Probable Cause,1/11/1983,Non-Fatal,Takeoff,IMC,"CEDAR VALE, KS",Accident
3171,Probable Cause,1/11/1983,Incident,Approach,VMC,"STILLWATER, OK",Accident
3172,Probable Cause,1/11/1983,Non-Fatal,Landing,VMC,"WOLF PT., MT",Accident
3173,Probable Cause,1/11/1983,Non-Fatal,Cruise,VMC,"ROCKPORT, TX",Accident
3174,Probable Cause,1/11/1983,Non-Fatal,Taxi,VMC,"ROCKPORT, TX",Accident
3175,Probable Cause,1/11/1983,Non-Fatal,Landing,VMC,"WASHINGTON, DC",Incident
3176,Probable Cause,1/11/1983,Non-Fatal,Unknown,IMC,"SOMERSET, PA",Accident
3177,Probable Cause,1/11/1983,Non-Fatal,Landing,VMC,"ENFIELD, NH",Accident
3178,Probable Cause,2/11/1983,Non-Fatal,Climb,VMC,"EAST LANSING, MI",Accident
3179,Probable Cause,2/11/1983,Fatal(4),Unknown,,"BROWNSBURG, IN",Accident
3180,Probable Cause,2/11/1983,Fatal(4),Cruise,VMC,"PEORIA, IL",Accident
3181,Probable Cause,2/11/1983,Fatal(4),Climb,VMC,"BUFFALO, MN",Accident
3182,Probable Cause,2/11/1983,Non-Fatal,Landing,VMC,"W. OF HOMESTEAD, FL",Accident
3183,Probable Cause,2/11/1983,Non-Fatal,Cruise,VMC,"W. OF HOMESTEAD, FL",Accident
3184,Probable Cause,2/7/2012,Non-Fatal,Landing,VMC,"TALKEETNA, AK",Accident
3185,Probable Cause,3/11/1983,Non-Fatal,Taxi,VMC,"KROTZ SPRINGS, LA",Accident
3186,Probable Cause,3/11/1983,Non-Fatal,Landing,VMC,"HUNTINGTON, IN",Accident
3187,Probable Cause,3/11/1983,Non-Fatal,Climb,VMC,"FRANKLIN, WI",Accident
3188,Probable Cause,3/11/1983,Non-Fatal,Takeoff,VMC,"N CAPE YAKATAGA, AK",Accident
3189,Probable Cause,4/11/1983,Non-Fatal,Landing,VMC,"3NM EAST OF MAR, UT",Accident
3190,Probable Cause,4/11/1983,Fatal(6),Cruise,IMC,"BROOKSVILLE, FL",Accident
3191,Probable Cause,4/11/1983,Non-Fatal,Landing,VMC,"KEY WEST, FL",Accident
3192,Probable Cause,4/11/1983,Non-Fatal,Approach,VMC,"ASPEN, CO",Accident
3193,Probable Cause,4/11/1983,Non-Fatal,Approach,VMC,"VALPARAISO, IN",Accident
3194,Probable Cause,5/11/1983,Fatal(3),Unknown,UNK,"GUNNISON, CO",Accident
3195,Probable Cause,5/11/1983,Non-Fatal,Landing,VMC,"BREMEN TOWNSHIP, MN",Accident
3196,Probable Cause,5/11/1983,Non-Fatal,Takeoff,VMC,"PAXSON, AK",Accident
3197,Probable Cause,5/11/1983,Non-Fatal,Takeoff,VMC,"TUCSON, AZ",Accident
3198,Probable Cause,5/11/1983,Non-Fatal,Cruise,VMC,"12 N.E. BURBANK, CA",Accident
3199,Probable Cause,5/11/1983,Non-Fatal,Takeoff,VMC,"CHICKASHA, OK",Incident
3200,Probable Cause,5/11/1983,Non-Fatal,Takeoff,VMC,"IDAHO FALLS, ID",Accident
3201,Probable Cause,6/11/1983,Fatal(1),Maneuvering,VMC,"RIALTO, CA",Accident
3202,Probable Cause,6/11/1983,Non-Fatal,Landing,VMC,"SACATON, AZ",Accident
3203,Probable Cause,6/11/1983,Non-Fatal,Cruise,VMC,"AFTON, OK",Accident
3204,Probable Cause,6/11/1983,Non-Fatal,Takeoff,VMC,"PAMPA, TX",Accident
3205,Probable Cause,6/11/1983,Non-Fatal,Takeoff,VMC,"ANCHORAGE, AK",Accident
3206,Probable Cause,6/11/1983,Non-Fatal,Landing,VMC,"WESTMINSTER, MD",Accident
3207,Probable Cause,6/11/1983,Non-Fatal,Cruise,VMC,"TUCSON, AZ",Accident
3208,Probable Cause,6/11/1983,Non-Fatal,Takeoff,VMC,"NORMAN, OK",Accident
3209,Probable Cause,6/11/1983,Non-Fatal,Landing,VMC,"DEVILS LAKE, ND",Accident
3210,Probable Cause,6/11/1983,Non-Fatal,Cruise,VMC,"LEXINGTON PARK, MD",Accident
3211,Probable Cause,6/11/1983,Non-Fatal,Approach,VMC,"WULIK RIVER STR, AK",Accident
3212,Probable Cause,6/11/1983,Non-Fatal,Takeoff,VMC,"ORMOND BEACH, FL",Accident
3213,Probable Cause,6/11/1983,Non-Fatal,Takeoff,VMC,"HUGHES, AR",Accident
3214,Probable Cause,6/11/1983,Fatal(2),Unknown,VMC,"CAMAS, WA",Accident
3215,Probable Cause,6/11/1983,Non-Fatal,Cruise,VMC,"ROCHESTER, MA",Accident
3216,Probable Cause,7/11/1983,Non-Fatal,Cruise,VMC,"NEAR NIGHTMUTE, AK",Accident
3217,Probable Cause,7/11/1983,Non-Fatal,Unknown,VMC,"LAKE HUGHES, CA",Accident
3218,Probable Cause,7/11/1983,Non-Fatal,Cruise,VMC,"ALLENTOWN, PA",Accident
3219,Probable Cause,7/11/1983,Non-Fatal,Takeoff,VMC,"SANTA MONICA, CA",Accident
3220,Probable Cause,7/11/1983,Non-Fatal,Approach,VMC,"MESA, AZ",Accident
3221,Probable Cause,7/11/1983,Non-Fatal,Takeoff,VMC,"TUSCON, AZ",Accident
3222,Probable Cause,7/11/1983,Non-Fatal,Approach,VMC,"HOLBROOK, AZ",Accident
3223,Probable Cause,7/11/1983,Fatal(1),Approach,VMC,"HUNTSVILLE, AL",Accident
3224,Probable Cause,7/11/1983,Non-Fatal,Takeoff,VMC,"BREMERTON, WA",Accident
3225,Probable Cause,7/11/1983,Non-Fatal,Takeoff,VMC,"POCATELLO, ID",Accident
3226,Probable Cause,7/11/1983,Non-Fatal,Taxi,VMC,"CATAWISSA, PA",Accident
3227,Probable Cause,8/11/1983,Fatal(1),Approach,IMC,"CARLSBAD, NM",Accident
3228,Probable Cause,8/11/1983,Fatal(1),Cruise,IMC,"SAVAGE, MT",Accident
3229,Probable Cause,8/11/1983,Fatal(2),Cruise,VMC,"GARY, IN",Accident
3230,Probable Cause,8/11/1983,Non-Fatal,Cruise,VMC,"BUCKHANNON, WV",Accident
3231,Probable Cause,8/11/1983,Non-Fatal,Descent,VMC,"CAMERON, LA",Accident
3232,Probable Cause,8/11/1983,Fatal(1),Takeoff,VMC,"CHRISTMAS VALLE, OR",Accident
3233,Probable Cause,8/11/1983,Non-Fatal,Landing,VMC,"MALONE, FL",Accident
3234,Probable Cause,9/11/1983,Fatal(1),Takeoff,VMC,"ADEL, IA",Accident
3235,Probable Cause,9/11/1983,Non-Fatal,Cruise,VMC,"PLAIN DEALING, LA",Accident
3236,Probable Cause,9/11/1983,Non-Fatal,Cruise,VMC,"SAN ANTONIO, TX",Accident
3237,Probable Cause,10/11/1983,Non-Fatal,Cruise,VMC,"SOLDOTNA, AK",Accident
3238,Probable Cause,10/11/1983,Non-Fatal,Cruise,VMC,"MARVELL, AR",Accident
3239,Probable Cause,10/11/1983,Fatal(2),Cruise,IMC,"IUKA, MS",Accident
3240,Probable Cause,10/11/1983,Incident,Cruise,VMC,"BEDFORD, MA",Accident
3241,Probable Cause,10/11/1983,Non-Fatal,Approach,VMC,"ALBUQUERQUE, NM",Accident
3242,Probable Cause,10/11/1983,Non-Fatal,Landing,VMC,"SANFORD, ME",Accident
3243,Probable Cause,10/11/1983,Non-Fatal,Landing,VMC,"SAN FERNANDO, CA",Accident
3244,Probable Cause,10/11/1983,Non-Fatal,Takeoff,VMC,"CARLSBAD, NM",Accident
3245,Probable Cause,10/11/1983,Non-Fatal,Approach,VMC,"LORENZO, TX",Accident
3246,Probable Cause,10/11/1983,Non-Fatal,Cruise,VMC,"FT. MYER, FL",Incident
3247,Probable Cause,11/11/1983,Non-Fatal,Maneuvering,VMC,"LITTLE RIVER, CA",Accident
3248,Probable Cause,11/11/1983,Fatal(1),Climb,VMC,"GILLETTE, WY",Incident
3249,Probable Cause,11/11/1983,Fatal(2),Cruise,IMC,"GRANDVIEW, WA",Accident
3250,Probable Cause,11/11/1983,Non-Fatal,Landing,VMC,"CHADRON, NE",Accident
3251,Probable Cause,11/11/1983,Non-Fatal,Landing,VMC,"TORRANCE, CA",Accident
3252,Probable Cause,11/11/1983,Non-Fatal,Takeoff,VMC,"SALT LAKE CITY, UT",Accident
3253,Probable Cause,11/11/1983,Non-Fatal,Landing,VMC,"BACKOO, ND",Accident
3254,Probable Cause,12/11/1983,Fatal(2),Cruise,VMC,"EVANSVILLE, IN",Accident
3255,Probable Cause,12/11/1983,Fatal(1),Descent,VMC,"EVANSVILLE, IN",Accident
3256,Probable Cause,12/11/1983,Non-Fatal,Takeoff,VMC,"MARATHON, FL",Accident
3257,Probable Cause,12/11/1983,Non-Fatal,Approach,VMC,"LODI, CA",Accident
3258,Probable Cause,13-11-1983,Non-Fatal,Landing,VMC,"RENTON, WA",Accident
3259,Probable Cause,13-11-1983,Fatal(2),Maneuvering,VMC,"CAMBRIA, NY",Accident
3260,Probable Cause,13-11-1983,Fatal(1),Cruise,VMC,"TRUCKEE, CA",Accident
3261,Probable Cause,13-11-1983,Non-Fatal,Takeoff,VMC,"ALLEN, TX",Accident
3262,Probable Cause,13-11-1983,Non-Fatal,Landing,VMC,"RYAN, OK",Accident
3263,Probable Cause,13-11-1983,Non-Fatal,Maneuvering,VMC,"EL PASO, TX",Accident
3264,Probable Cause,14-11-1983,Non-Fatal,Cruise,VMC,"CHULUOTA, FL",Accident
3265,Probable Cause,14-11-1983,Non-Fatal,Approach,VMC,"PACOIMA, CA",Accident
3266,Probable Cause,14-11-1983,Incident,Landing,VMC,"TULSA, OK",Accident
3267,Probable Cause,14-11-1983,Fatal(8),Takeoff,VMC,"ROLLA, ND",Accident
3268,Probable Cause,14-11-1983,Non-Fatal,Approach,VMC,"WENDOVER, UT",Accident
3269,Probable Cause,14-11-1983,Non-Fatal,Takeoff,VMC,"DELAWARE, OH",Accident
3270,Probable Cause,14-11-1983,Non-Fatal,Landing,VMC,"HOBART, IN",Accident
3271,Probable Cause,14-11-1983,Non-Fatal,Takeoff,VMC,"SANDY HOOK BEAC, NJ",Accident
3272,Probable Cause,15-11-1983,Fatal(2),Cruise,IMC,"SIDMAN, PA",Accident
3273,Probable Cause,15-11-1983,Non-Fatal,Standing,UNK,"AMBLER, PA",Accident
3274,Probable Cause,15-11-1983,Non-Fatal,Cruise,IMC,"ST. LOUIS, MO",Accident
3275,Probable Cause,15-11-1983,Non-Fatal,Approach,VMC,"NEW ORLEANS, LA",Accident
3276,Probable Cause,16-11-1983,Non-Fatal,Cruise,VMC,"NINILCHIK, AK",Accident
3277,Probable Cause,16-11-1983,Incident,Descent,VMC,"50 MI SW FAIRBA, AK",Accident
3278,Probable Cause,16-11-1983,Non-Fatal,Landing,UNK,"CAPE MAY, NJ",Accident
3279,Probable Cause,16-11-1983,Non-Fatal,Maneuvering,VMC,"MARVELL, AR",Accident
3280,Probable Cause,16-11-1983,Non-Fatal,Landing,VMC,"AUSTIN, TX",Accident
3281,Probable Cause,16-11-1983,Non-Fatal,Takeoff,VMC,"ELIM, AK",Accident
3282,Probable Cause,16-11-1983,Non-Fatal,Landing,IMC,"CARLTON, WA",Accident
3283,Probable Cause,16-11-1983,Non-Fatal,Landing,VMC,"KEY LARGO, FL",Accident
3284,Probable Cause,16-11-1983,Non-Fatal,Takeoff,VMC,"EDMONSON, TX",Accident
3285,Probable Cause,17-11-1983,Fatal(2),Cruise,VMC,"WINAMAC, IN",Accident
3286,Probable Cause,17-11-1983,Non-Fatal,Taxi,VMC,"CRESWELL, OR",Accident
3287,Probable Cause,17-11-1983,Non-Fatal,Taxi,IMC,"WINSLOW, ME",Accident
3288,Probable Cause,17-11-1983,Non-Fatal,Climb,VMC,"ORINDA, CA",Accident
3289,Probable Cause,17-11-1983,Non-Fatal,Landing,VMC,"HUMNOKE, AR",Accident
3290,Probable Cause,17-11-1983,Non-Fatal,Takeoff,VMC,"BILLINGS, MT",Accident
3291,Probable Cause,17-11-1983,Non-Fatal,Maneuvering,VMC,"EAST GRAND FORK, MN",Accident
3292,Probable Cause,18-11-1983,Non-Fatal,Takeoff,VMC,"COLUMBUS, OH",Incident
